Evacuees;Number of debris;Level of destruction;HP Tire;Mission status
1;4;0.96;13;Failed
1;4;0.95;19;Failed
1;4;0.98;18;Failed
1;4;0.97;17;Failed
1;4;0.99;22;Failed
1;4;0.95;28;Failed
1;4;0.98;25;Failed
1;4;0.96;27;Failed
1;4;0.97;24;Failed
1;4;0.98;37;Failed
1;4;0.96;30;Failed
1;4;0.95;31;Failed
1;4;0.99;32;Failed
1;4;0.97;34;Failed
1;4;0.97;49;Failed
1;4;0.98;46;Failed
1;4;0.99;47;Failed
1;4;0.95;44;Failed
1;4;0.96;42;Failed
1;4;0.98;52;Failed
1;4;0.97;56;Failed
1;4;0.96;58;Failed
1;4;0.95;57;Failed
1;4;0.99;54;Failed
1;4;0.97;68;Failed
1;4;0.96;60;Failed
1;4;0.95;64;Failed
1;4;0.98;69;Failed
1;4;0.99;62;Failed
1;4;0.99;70;Failed
1;4;0.97;76;Failed
1;4;0.98;75;Failed
1;4;0.95;79;Failed
1;4;0.96;74;Failed
1;4;0.99;82;Failed
1;4;0.98;84;Failed
1;4;0.96;85;Failed
1;4;0.97;80;Failed
1;4;0.95;87;Failed
1;4;0.95;93;Completed
1;4;0.96;90;Completed
1;4;0.97;95;Completed
1;4;0.98;92;Completed
1;4;0.99;99;Completed
1;4;0.98;103;Completed
1;4;0.99;107;Completed
1;4;0.95;104;Completed
1;4;0.97;102;Completed
1;4;0.96;106;Completed
1;4;0.96;114;Completed
1;4;0.99;116;Completed
1;4;0.95;118;Completed
1;4;0.98;113;Completed
1;4;0.97;110;Completed
1;4;0.98;129;Completed
1;4;0.97;124;Completed
1;4;0.99;122;Completed
1;4;0.96;127;Completed
1;4;0.95;126;Completed
1;4;0.98;135;Completed
1;4;0.96;138;Completed
1;4;0.95;131;Completed
1;4;0.97;136;Completed
1;4;0.99;137;Completed
1;4;0.98;145;Completed
1;4;0.96;142;Completed
1;4;0.97;141;Completed
1;4;0.99;144;Completed
1;4;0.95;148;Completed
1;4;0.97;153;Completed
1;4;0.98;154;Completed
1;4;0.99;155;Completed
1;4;0.95;152;Completed
1;4;0.96;150;Completed
1;4;0.97;162;Completed
1;4;0.99;165;Completed
1;4;0.95;169;Completed
1;4;0.96;160;Completed
1;4;0.98;167;Completed
1;4;0.95;170;Completed
1;4;0.99;172;Completed
1;4;0.98;177;Completed
1;4;0.96;176;Completed
1;4;0.97;173;Completed
1;4;0.95;181;Completed
1;4;0.98;183;Completed
1;4;0.96;187;Completed
1;4;0.97;182;Completed
1;4;0.99;185;Completed
1;4;0.98;192;Completed
1;4;0.99;194;Completed
1;4;0.96;193;Completed
1;4;0.95;190;Completed
1;4;0.97;199;Completed
2;1;0.01;2;Failed
2;1;0.02;0;Failed
2;1;0.04;8;Failed
2;1;0.0;1;Failed
2;1;0.03;7;Failed
2;1;0.04;13;Completed
2;1;0.0;18;Completed
2;1;0.01;11;Failed
2;1;0.03;15;Completed
2;1;0.02;12;Completed
2;1;0.02;25;Completed
2;1;0.01;28;Completed
2;1;0.04;27;Completed
2;1;0.03;26;Completed
2;1;0.0;21;Completed
2;1;0.04;30;Completed
2;1;0.0;33;Completed
2;1;0.03;38;Completed
2;1;0.02;32;Completed
2;1;0.01;35;Completed
2;1;0.0;43;Completed
2;1;0.03;44;Completed
2;1;0.04;48;Completed
2;1;0.02;42;Completed
2;1;0.01;46;Completed
2;1;0.04;59;Completed
2;1;0.0;53;Completed
2;1;0.03;50;Completed
2;1;0.02;56;Completed
2;1;0.01;51;Completed
2;1;0.0;61;Completed
2;1;0.03;62;Completed
2;1;0.02;60;Completed
2;1;0.04;68;Completed
2;1;0.01;66;Completed
2;1;0.04;75;Completed
2;1;0.03;71;Completed
2;1;0.02;72;Completed
2;1;0.01;70;Completed
2;1;0.0;74;Completed
2;1;0.03;89;Completed
2;1;0.02;82;Completed
2;1;0.04;83;Completed
2;1;0.01;80;Completed
2;1;0.0;84;Completed
2;1;0.0;93;Completed
2;1;0.01;91;Completed
2;1;0.02;94;Completed
2;1;0.04;97;Completed
2;1;0.03;90;Completed
2;1;0.01;102;Completed
2;1;0.02;109;Completed
2;1;0.04;107;Completed
2;1;0.0;108;Completed
2;1;0.03;103;Completed
2;1;0.03;112;Completed
2;1;0.04;116;Completed
2;1;0.02;115;Completed
2;1;0.0;110;Completed
2;1;0.01;113;Completed
2;1;0.03;121;Completed
2;1;0.02;120;Completed
2;1;0.04;122;Completed
2;1;0.0;125;Completed
2;1;0.01;129;Completed
2;1;0.02;134;Completed
2;1;0.01;131;Completed
2;1;0.03;136;Completed
2;1;0.04;139;Completed
2;1;0.0;137;Completed
2;1;0.03;149;Completed
2;1;0.01;140;Completed
2;1;0.04;145;Completed
2;1;0.02;141;Completed
2;1;0.0;146;Completed
2;1;0.01;156;Completed
2;1;0.0;152;Completed
2;1;0.03;151;Completed
2;1;0.02;153;Completed
2;1;0.04;155;Completed
2;1;0.01;169;Completed
2;1;0.0;168;Completed
2;1;0.02;165;Completed
2;1;0.03;160;Completed
2;1;0.04;166;Completed
2;1;0.01;177;Completed
2;1;0.04;179;Completed
2;1;0.02;175;Completed
2;1;0.0;176;Completed
2;1;0.03;174;Completed
2;1;0.04;187;Completed
2;1;0.03;184;Completed
2;1;0.0;185;Completed
2;1;0.02;181;Completed
2;1;0.01;186;Completed
2;1;0.04;191;Completed
2;1;0.02;199;Completed
2;1;0.01;197;Completed
2;1;0.03;195;Completed
2;1;0.0;190;Completed
2;1;0.05;2;Failed
2;1;0.09;6;Failed
2;1;0.08;0;Failed
2;1;0.06;3;Failed
2;1;0.07;8;Failed
2;1;0.05;10;Failed
2;1;0.06;11;Failed
2;1;0.09;19;Completed
2;1;0.07;18;Completed
2;1;0.08;16;Completed
2;1;0.05;25;Completed
2;1;0.08;22;Completed
2;1;0.06;23;Completed
2;1;0.09;27;Completed
2;1;0.07;26;Completed
2;1;0.05;34;Completed
2;1;0.09;35;Completed
2;1;0.07;39;Completed
2;1;0.08;33;Completed
2;1;0.06;38;Completed
2;1;0.05;46;Completed
2;1;0.07;43;Completed
2;1;0.09;49;Completed
2;1;0.06;44;Completed
2;1;0.08;48;Completed
2;1;0.06;56;Completed
2;1;0.05;54;Completed
2;1;0.07;51;Completed
2;1;0.08;57;Completed
2;1;0.09;55;Completed
2;1;0.08;69;Completed
2;1;0.05;64;Completed
2;1;0.09;62;Completed
2;1;0.06;63;Completed
2;1;0.07;60;Completed
2;1;0.07;76;Completed
2;1;0.06;75;Completed
2;1;0.08;77;Completed
2;1;0.09;74;Completed
2;1;0.05;70;Completed
2;1;0.09;85;Completed
2;1;0.05;87;Completed
2;1;0.07;80;Completed
2;1;0.08;81;Completed
2;1;0.06;89;Completed
2;1;0.06;97;Completed
2;1;0.07;91;Completed
2;1;0.08;95;Completed
2;1;0.05;92;Completed
2;1;0.09;99;Completed
2;1;0.09;100;Completed
2;1;0.06;104;Completed
2;1;0.07;109;Completed
2;1;0.05;107;Completed
2;1;0.08;103;Completed
2;1;0.09;117;Completed
2;1;0.05;114;Completed
2;1;0.06;115;Completed
2;1;0.07;112;Completed
2;1;0.08;111;Completed
2;1;0.05;122;Completed
2;1;0.09;120;Completed
2;1;0.07;129;Completed
2;1;0.06;126;Completed
2;1;0.08;124;Completed
2;1;0.09;133;Completed
2;1;0.05;130;Completed
2;1;0.06;137;Completed
2;1;0.07;132;Completed
2;1;0.08;134;Completed
2;1;0.07;145;Completed
2;1;0.09;147;Completed
2;1;0.05;144;Completed
2;1;0.06;141;Completed
2;1;0.08;148;Completed
2;1;0.06;156;Completed
2;1;0.05;151;Completed
2;1;0.09;150;Completed
2;1;0.08;155;Completed
2;1;0.07;159;Completed
2;1;0.08;163;Completed
2;1;0.05;165;Completed
2;1;0.09;162;Completed
2;1;0.06;169;Completed
2;1;0.07;164;Completed
2;1;0.06;170;Completed
2;1;0.05;174;Completed
2;1;0.08;172;Completed
2;1;0.09;175;Completed
2;1;0.07;177;Completed
2;1;0.08;181;Completed
2;1;0.09;182;Completed
2;1;0.07;187;Completed
2;1;0.06;188;Completed
2;1;0.05;186;Completed
2;1;0.07;196;Completed
2;1;0.05;192;Completed
2;1;0.06;191;Completed
2;1;0.08;195;Completed
2;1;0.09;198;Completed
2;1;0.12;5;Failed
2;1;0.1;0;Failed
2;1;0.13;9;Failed
2;1;0.14;7;Failed
2;1;0.11;8;Failed
2;1;0.13;19;Completed
2;1;0.12;16;Completed
2;1;0.11;13;Completed
2;1;0.1;18;Completed
2;1;0.14;15;Completed
2;1;0.12;24;Completed
2;1;0.14;28;Completed
2;1;0.11;23;Completed
2;1;0.13;20;Completed
2;1;0.1;21;Completed
2;1;0.12;35;Completed
2;1;0.11;30;Completed
2;1;0.13;34;Completed
2;1;0.14;36;Completed
2;1;0.1;38;Completed
2;1;0.12;45;Completed
2;1;0.13;42;Completed
2;1;0.11;44;Completed
2;1;0.1;48;Completed
2;1;0.14;40;Completed
2;1;0.12;54;Completed
2;1;0.14;51;Completed
2;1;0.1;53;Completed
2;1;0.11;58;Completed
2;1;0.13;59;Completed
2;1;0.14;65;Completed
2;1;0.11;67;Completed
2;1;0.13;63;Completed
2;1;0.1;61;Completed
2;1;0.12;60;Completed
2;1;0.13;76;Completed
2;1;0.12;79;Completed
2;1;0.1;71;Completed
2;1;0.11;78;Completed
2;1;0.14;75;Completed
2;1;0.12;81;Completed
2;1;0.1;89;Completed
2;1;0.11;85;Completed
2;1;0.14;80;Completed
2;1;0.13;87;Completed
2;1;0.1;91;Completed
2;1;0.12;95;Completed
2;1;0.11;99;Completed
2;1;0.13;93;Completed
2;1;0.14;96;Completed
2;1;0.11;105;Completed
2;1;0.13;104;Completed
2;1;0.12;103;Completed
2;1;0.14;101;Completed
2;1;0.1;107;Completed
2;1;0.1;117;Completed
2;1;0.11;112;Completed
2;1;0.14;111;Completed
2;1;0.12;115;Completed
2;1;0.13;110;Completed
2;1;0.11;123;Completed
2;1;0.12;125;Completed
2;1;0.13;120;Completed
2;1;0.1;126;Completed
2;1;0.14;127;Completed
2;1;0.14;132;Completed
2;1;0.12;130;Completed
2;1;0.13;131;Completed
2;1;0.1;134;Completed
2;1;0.11;139;Completed
2;1;0.11;146;Completed
2;1;0.14;141;Completed
2;1;0.1;149;Completed
2;1;0.12;142;Completed
2;1;0.13;140;Completed
2;1;0.11;155;Completed
2;1;0.14;159;Completed
2;1;0.1;151;Completed
2;1;0.12;158;Completed
2;1;0.13;152;Completed
2;1;0.1;161;Completed
2;1;0.14;168;Completed
2;1;0.13;169;Completed
2;1;0.11;164;Completed
2;1;0.12;166;Completed
2;1;0.14;179;Completed
2;1;0.13;171;Completed
2;1;0.1;174;Completed
2;1;0.12;177;Completed
2;1;0.11;173;Completed
2;1;0.13;180;Completed
2;1;0.14;182;Completed
2;1;0.1;184;Completed
2;1;0.12;181;Completed
2;1;0.11;189;Completed
2;1;0.12;199;Completed
2;1;0.1;191;Completed
2;1;0.13;192;Completed
2;1;0.11;196;Completed
2;1;0.14;197;Completed
2;1;0.19;2;Failed
2;1;0.18;1;Failed
2;1;0.17;5;Failed
2;1;0.16;8;Failed
2;1;0.15;7;Failed
2;1;0.18;14;Completed
2;1;0.19;16;Completed
2;1;0.15;15;Completed
2;1;0.16;10;Failed
2;1;0.17;19;Completed
2;1;0.15;28;Completed
2;1;0.18;25;Completed
2;1;0.17;24;Completed
2;1;0.16;23;Completed
2;1;0.19;20;Completed
2;1;0.17;36;Completed
2;1;0.18;37;Completed
2;1;0.16;32;Completed
2;1;0.19;35;Completed
2;1;0.15;31;Completed
2;1;0.17;43;Completed
2;1;0.18;42;Completed
2;1;0.16;48;Completed
2;1;0.19;49;Completed
2;1;0.15;40;Completed
2;1;0.18;57;Completed
2;1;0.17;58;Completed
2;1;0.19;53;Completed
2;1;0.15;59;Completed
2;1;0.16;51;Completed
2;1;0.15;67;Completed
2;1;0.17;63;Completed
2;1;0.18;65;Completed
2;1;0.19;62;Completed
2;1;0.16;64;Completed
2;1;0.17;75;Completed
2;1;0.16;78;Completed
2;1;0.18;71;Completed
2;1;0.19;76;Completed
2;1;0.15;73;Completed
2;1;0.18;80;Completed
2;1;0.15;84;Completed
2;1;0.19;83;Completed
2;1;0.17;82;Completed
2;1;0.16;87;Completed
2;1;0.19;93;Completed
2;1;0.15;97;Completed
2;1;0.18;92;Completed
2;1;0.16;95;Completed
2;1;0.17;96;Completed
2;1;0.18;103;Completed
2;1;0.19;105;Completed
2;1;0.17;101;Completed
2;1;0.15;108;Completed
2;1;0.16;107;Completed
2;1;0.15;110;Completed
2;1;0.16;116;Completed
2;1;0.18;113;Completed
2;1;0.17;118;Completed
2;1;0.19;119;Completed
2;1;0.18;122;Completed
2;1;0.19;124;Completed
2;1;0.17;127;Completed
2;1;0.16;125;Completed
2;1;0.15;129;Completed
2;1;0.16;137;Completed
2;1;0.19;131;Completed
2;1;0.17;138;Completed
2;1;0.18;133;Completed
2;1;0.15;130;Completed
2;1;0.17;142;Completed
2;1;0.15;145;Completed
2;1;0.19;144;Completed
2;1;0.18;148;Completed
2;1;0.16;143;Completed
2;1;0.18;158;Completed
2;1;0.16;159;Completed
2;1;0.17;155;Completed
2;1;0.15;153;Completed
2;1;0.19;154;Completed
2;1;0.16;162;Completed
2;1;0.17;164;Completed
2;1;0.18;169;Completed
2;1;0.15;166;Completed
2;1;0.19;163;Completed
2;1;0.15;170;Completed
2;1;0.18;178;Completed
2;1;0.17;177;Completed
2;1;0.19;175;Completed
2;1;0.16;172;Completed
2;1;0.15;187;Completed
2;1;0.16;186;Completed
2;1;0.17;181;Completed
2;1;0.18;180;Completed
2;1;0.19;189;Completed
2;1;0.19;190;Completed
2;1;0.18;197;Completed
2;1;0.16;192;Completed
2;1;0.15;194;Completed
2;1;0.17;195;Completed
2;1;0.23;2;Failed
2;1;0.2;5;Failed
2;1;0.22;9;Failed
2;1;0.24;7;Failed
2;1;0.21;6;Failed
2;1;0.2;19;Completed
2;1;0.23;15;Completed
2;1;0.22;10;Failed
2;1;0.21;18;Completed
2;1;0.24;13;Completed
2;1;0.24;24;Completed
2;1;0.21;20;Completed
2;1;0.22;28;Completed
2;1;0.2;26;Completed
2;1;0.23;29;Completed
2;1;0.2;34;Completed
2;1;0.23;35;Completed
2;1;0.22;37;Completed
2;1;0.21;31;Completed
2;1;0.24;39;Completed
2;1;0.23;43;Completed
2;1;0.22;40;Completed
2;1;0.24;41;Completed
2;1;0.2;44;Completed
2;1;0.21;49;Completed
2;1;0.24;53;Completed
2;1;0.2;51;Completed
2;1;0.21;52;Completed
2;1;0.22;50;Completed
2;1;0.23;57;Completed
2;1;0.24;68;Completed
2;1;0.2;60;Completed
2;1;0.22;66;Completed
2;1;0.23;64;Completed
2;1;0.21;63;Completed
2;1;0.22;72;Completed
2;1;0.24;77;Completed
2;1;0.2;75;Completed
2;1;0.21;73;Completed
2;1;0.23;74;Completed
2;1;0.21;83;Completed
2;1;0.24;82;Completed
2;1;0.22;85;Completed
2;1;0.23;84;Completed
2;1;0.2;86;Completed
2;1;0.22;98;Completed
2;1;0.21;96;Completed
2;1;0.24;97;Completed
2;1;0.23;93;Completed
2;1;0.2;91;Completed
2;1;0.21;106;Completed
2;1;0.23;101;Completed
2;1;0.24;105;Completed
2;1;0.2;100;Completed
2;1;0.22;108;Completed
2;1;0.22;115;Completed
2;1;0.21;110;Completed
2;1;0.2;111;Completed
2;1;0.23;118;Completed
2;1;0.24;113;Completed
2;1;0.22;128;Completed
2;1;0.2;125;Completed
2;1;0.24;127;Completed
2;1;0.21;120;Completed
2;1;0.23;126;Completed
2;1;0.2;130;Completed
2;1;0.21;138;Completed
2;1;0.24;133;Completed
2;1;0.22;136;Completed
2;1;0.23;134;Completed
2;1;0.21;140;Completed
2;1;0.2;149;Completed
2;1;0.24;141;Completed
2;1;0.22;144;Completed
2;1;0.23;147;Completed
2;1;0.21;153;Completed
2;1;0.2;155;Completed
2;1;0.23;157;Completed
2;1;0.24;159;Completed
2;1;0.22;151;Completed
2;1;0.24;160;Completed
2;1;0.22;161;Completed
2;1;0.21;165;Completed
2;1;0.2;168;Completed
2;1;0.23;167;Completed
2;1;0.24;175;Completed
2;1;0.22;172;Completed
2;1;0.23;176;Completed
2;1;0.21;171;Completed
2;1;0.2;174;Completed
2;1;0.22;181;Completed
2;1;0.23;182;Completed
2;1;0.24;180;Completed
2;1;0.21;189;Completed
2;1;0.2;187;Completed
2;1;0.23;194;Completed
2;1;0.24;191;Completed
2;1;0.2;197;Completed
2;1;0.21;196;Completed
2;1;0.22;198;Completed
2;1;0.25;5;Failed
2;1;0.28;2;Failed
2;1;0.29;3;Failed
2;1;0.27;4;Failed
2;1;0.26;7;Failed
2;1;0.27;13;Completed
2;1;0.26;12;Completed
2;1;0.29;10;Failed
2;1;0.28;11;Failed
2;1;0.25;15;Completed
2;1;0.29;23;Completed
2;1;0.26;27;Completed
2;1;0.27;24;Completed
2;1;0.25;25;Completed
2;1;0.28;21;Completed
2;1;0.26;39;Completed
2;1;0.28;32;Completed
2;1;0.29;31;Completed
2;1;0.25;35;Completed
2;1;0.27;38;Completed
2;1;0.26;49;Completed
2;1;0.27;46;Completed
2;1;0.28;45;Completed
2;1;0.29;43;Completed
2;1;0.25;47;Completed
2;1;0.29;50;Completed
2;1;0.25;57;Completed
2;1;0.26;58;Completed
2;1;0.27;55;Completed
2;1;0.28;59;Completed
2;1;0.28;64;Completed
2;1;0.27;62;Completed
2;1;0.26;69;Completed
2;1;0.25;68;Completed
2;1;0.29;65;Completed
2;1;0.28;71;Completed
2;1;0.26;79;Completed
2;1;0.27;77;Completed
2;1;0.29;78;Completed
2;1;0.25;73;Completed
2;1;0.27;87;Completed
2;1;0.26;85;Completed
2;1;0.28;88;Completed
2;1;0.29;84;Completed
2;1;0.25;81;Completed
2;1;0.25;98;Completed
2;1;0.26;90;Completed
2;1;0.29;93;Completed
2;1;0.28;92;Completed
2;1;0.27;97;Completed
2;1;0.26;101;Completed
2;1;0.27;107;Completed
2;1;0.25;104;Completed
2;1;0.29;105;Completed
2;1;0.28;109;Completed
2;1;0.25;118;Completed
2;1;0.26;114;Completed
2;1;0.29;113;Completed
2;1;0.28;116;Completed
2;1;0.27;117;Completed
2;1;0.29;121;Completed
2;1;0.25;129;Completed
2;1;0.27;122;Completed
2;1;0.26;128;Completed
2;1;0.28;123;Completed
2;1;0.28;137;Completed
2;1;0.25;133;Completed
2;1;0.26;130;Completed
2;1;0.27;132;Completed
2;1;0.29;131;Completed
2;1;0.29;147;Completed
2;1;0.27;149;Completed
2;1;0.25;145;Completed
2;1;0.28;148;Completed
2;1;0.26;146;Completed
2;1;0.29;152;Completed
2;1;0.28;158;Completed
2;1;0.26;155;Completed
2;1;0.25;150;Completed
2;1;0.27;154;Completed
2;1;0.27;163;Completed
2;1;0.28;160;Completed
2;1;0.25;161;Completed
2;1;0.26;168;Completed
2;1;0.29;164;Completed
2;1;0.28;175;Completed
2;1;0.29;170;Completed
2;1;0.27;173;Completed
2;1;0.25;178;Completed
2;1;0.26;176;Completed
2;1;0.28;180;Completed
2;1;0.29;181;Completed
2;1;0.26;184;Completed
2;1;0.27;185;Completed
2;1;0.25;183;Completed
2;1;0.26;194;Completed
2;1;0.25;198;Completed
2;1;0.27;191;Completed
2;1;0.28;197;Completed
2;1;0.29;195;Completed
2;1;0.31;0;Failed
2;1;0.32;1;Failed
2;1;0.33;7;Failed
2;1;0.3;9;Failed
2;1;0.34;3;Failed
2;1;0.33;12;Completed
2;1;0.34;16;Completed
2;1;0.32;19;Completed
2;1;0.31;18;Completed
2;1;0.3;11;Failed
2;1;0.3;23;Completed
2;1;0.34;29;Completed
2;1;0.33;22;Completed
2;1;0.32;21;Completed
2;1;0.31;27;Completed
2;1;0.31;33;Completed
2;1;0.3;34;Completed
2;1;0.33;32;Completed
2;1;0.34;39;Completed
2;1;0.32;35;Completed
2;1;0.32;49;Completed
2;1;0.34;42;Completed
2;1;0.3;43;Completed
2;1;0.31;47;Completed
2;1;0.33;45;Completed
2;1;0.33;55;Completed
2;1;0.31;53;Completed
2;1;0.3;58;Completed
2;1;0.32;57;Completed
2;1;0.34;56;Completed
2;1;0.31;66;Completed
2;1;0.33;67;Completed
2;1;0.34;61;Completed
2;1;0.32;60;Completed
2;1;0.3;69;Completed
2;1;0.34;78;Completed
2;1;0.31;77;Completed
2;1;0.32;79;Completed
2;1;0.3;74;Completed
2;1;0.33;73;Completed
2;1;0.3;81;Completed
2;1;0.32;85;Completed
2;1;0.33;89;Completed
2;1;0.34;84;Completed
2;1;0.31;86;Completed
2;1;0.32;98;Completed
2;1;0.33;96;Completed
2;1;0.34;97;Completed
2;1;0.3;94;Completed
2;1;0.31;92;Completed
2;1;0.34;107;Completed
2;1;0.3;104;Completed
2;1;0.32;102;Completed
2;1;0.33;103;Completed
2;1;0.31;106;Completed
2;1;0.33;112;Completed
2;1;0.31;110;Completed
2;1;0.32;115;Completed
2;1;0.34;111;Completed
2;1;0.3;113;Completed
2;1;0.34;127;Completed
2;1;0.33;129;Completed
2;1;0.31;121;Completed
2;1;0.32;124;Completed
2;1;0.3;126;Completed
2;1;0.34;139;Completed
2;1;0.32;134;Completed
2;1;0.3;135;Completed
2;1;0.31;131;Completed
2;1;0.33;132;Completed
2;1;0.3;145;Completed
2;1;0.31;144;Completed
2;1;0.33;142;Completed
2;1;0.34;148;Completed
2;1;0.32;140;Completed
2;1;0.32;158;Completed
2;1;0.3;157;Completed
2;1;0.33;153;Completed
2;1;0.31;152;Completed
2;1;0.34;156;Completed
2;1;0.32;169;Completed
2;1;0.33;161;Completed
2;1;0.3;163;Completed
2;1;0.34;168;Completed
2;1;0.31;162;Completed
2;1;0.32;170;Completed
2;1;0.3;174;Completed
2;1;0.33;179;Completed
2;1;0.34;177;Completed
2;1;0.31;175;Completed
2;1;0.34;181;Completed
2;1;0.33;183;Completed
2;1;0.31;182;Completed
2;1;0.3;188;Completed
2;1;0.32;180;Completed
2;1;0.34;190;Completed
2;1;0.32;196;Completed
2;1;0.3;194;Completed
2;1;0.31;192;Completed
2;1;0.33;199;Completed
2;1;0.36;3;Failed
2;1;0.38;9;Failed
2;1;0.35;5;Failed
2;1;0.37;6;Failed
2;1;0.39;1;Failed
2;1;0.37;11;Failed
2;1;0.39;10;Failed
2;1;0.36;13;Completed
2;1;0.35;17;Completed
2;1;0.38;18;Completed
2;1;0.39;29;Completed
2;1;0.38;28;Completed
2;1;0.35;21;Completed
2;1;0.36;27;Completed
2;1;0.37;24;Completed
2;1;0.35;32;Completed
2;1;0.39;34;Completed
2;1;0.36;33;Completed
2;1;0.38;37;Completed
2;1;0.37;39;Completed
2;1;0.37;40;Completed
2;1;0.38;49;Completed
2;1;0.35;43;Completed
2;1;0.39;42;Completed
2;1;0.36;45;Completed
2;1;0.37;56;Completed
2;1;0.38;51;Completed
2;1;0.39;52;Completed
2;1;0.36;58;Completed
2;1;0.35;53;Completed
2;1;0.37;61;Completed
2;1;0.38;64;Completed
2;1;0.36;60;Completed
2;1;0.35;68;Completed
2;1;0.39;67;Completed
2;1;0.37;76;Completed
2;1;0.38;75;Completed
2;1;0.35;72;Completed
2;1;0.36;70;Completed
2;1;0.39;74;Completed
2;1;0.36;82;Completed
2;1;0.39;85;Completed
2;1;0.35;86;Completed
2;1;0.37;81;Completed
2;1;0.38;80;Completed
2;1;0.39;92;Completed
2;1;0.35;98;Completed
2;1;0.37;91;Completed
2;1;0.36;97;Completed
2;1;0.38;95;Completed
2;1;0.38;109;Completed
2;1;0.35;103;Completed
2;1;0.37;105;Completed
2;1;0.39;101;Completed
2;1;0.36;107;Completed
2;1;0.38;119;Completed
2;1;0.37;110;Completed
2;1;0.35;112;Completed
2;1;0.36;116;Completed
2;1;0.39;114;Completed
2;1;0.37;123;Completed
2;1;0.36;125;Completed
2;1;0.39;127;Completed
2;1;0.38;128;Completed
2;1;0.35;121;Completed
2;1;0.36;135;Completed
2;1;0.35;136;Completed
2;1;0.39;139;Completed
2;1;0.38;132;Completed
2;1;0.37;138;Completed
2;1;0.37;140;Completed
2;1;0.35;149;Completed
2;1;0.36;145;Completed
2;1;0.39;148;Completed
2;1;0.38;143;Completed
2;1;0.39;156;Completed
2;1;0.35;151;Completed
2;1;0.36;153;Completed
2;1;0.37;159;Completed
2;1;0.38;150;Completed
2;1;0.36;169;Completed
2;1;0.35;165;Completed
2;1;0.37;160;Completed
2;1;0.38;167;Completed
2;1;0.39;162;Completed
2;1;0.35;174;Completed
2;1;0.38;172;Completed
2;1;0.39;171;Completed
2;1;0.37;170;Completed
2;1;0.36;173;Completed
2;1;0.36;183;Completed
2;1;0.35;180;Completed
2;1;0.39;186;Completed
2;1;0.38;181;Completed
2;1;0.37;185;Completed
2;1;0.37;199;Completed
2;1;0.39;193;Completed
2;1;0.36;195;Completed
2;1;0.35;196;Completed
2;1;0.38;192;Completed
2;1;0.4;4;Failed
2;1;0.42;5;Failed
2;1;0.44;0;Failed
2;1;0.43;3;Failed
2;1;0.41;1;Failed
2;1;0.43;12;Completed
2;1;0.44;18;Completed
2;1;0.42;19;Completed
2;1;0.4;17;Completed
2;1;0.41;15;Completed
2;1;0.44;27;Completed
2;1;0.43;20;Completed
2;1;0.41;29;Completed
2;1;0.42;28;Completed
2;1;0.4;26;Completed
2;1;0.4;38;Completed
2;1;0.42;39;Completed
2;1;0.43;37;Completed
2;1;0.44;32;Completed
2;1;0.41;35;Completed
2;1;0.4;47;Completed
2;1;0.42;49;Completed
2;1;0.43;46;Completed
2;1;0.41;44;Completed
2;1;0.44;43;Completed
2;1;0.43;51;Completed
2;1;0.42;59;Completed
2;1;0.4;53;Completed
2;1;0.41;55;Completed
2;1;0.44;54;Completed
2;1;0.41;69;Completed
2;1;0.4;64;Completed
2;1;0.42;65;Completed
2;1;0.44;61;Completed
2;1;0.43;68;Completed
2;1;0.41;74;Completed
2;1;0.42;79;Completed
2;1;0.4;71;Completed
2;1;0.43;73;Completed
2;1;0.44;77;Completed
2;1;0.41;89;Completed
2;1;0.4;85;Completed
2;1;0.43;86;Completed
2;1;0.44;84;Completed
2;1;0.42;83;Completed
2;1;0.41;93;Completed
2;1;0.44;99;Completed
2;1;0.4;95;Completed
2;1;0.43;94;Completed
2;1;0.42;98;Completed
2;1;0.43;105;Completed
2;1;0.41;101;Completed
2;1;0.4;103;Completed
2;1;0.42;106;Completed
2;1;0.44;100;Completed
2;1;0.43;115;Completed
2;1;0.41;118;Completed
2;1;0.42;119;Completed
2;1;0.44;113;Completed
2;1;0.4;117;Completed
2;1;0.4;126;Completed
2;1;0.44;128;Completed
2;1;0.42;121;Completed
2;1;0.43;125;Completed
2;1;0.41;127;Completed
2;1;0.42;135;Completed
2;1;0.41;137;Completed
2;1;0.4;132;Completed
2;1;0.44;134;Completed
2;1;0.43;139;Completed
2;1;0.43;141;Completed
2;1;0.42;144;Completed
2;1;0.4;146;Completed
2;1;0.44;147;Completed
2;1;0.41;142;Completed
2;1;0.4;155;Completed
2;1;0.42;156;Completed
2;1;0.44;153;Completed
2;1;0.41;151;Completed
2;1;0.43;158;Completed
2;1;0.41;166;Completed
2;1;0.4;169;Completed
2;1;0.44;168;Completed
2;1;0.43;162;Completed
2;1;0.42;161;Completed
2;1;0.4;175;Completed
2;1;0.43;170;Completed
2;1;0.42;177;Completed
2;1;0.41;172;Completed
2;1;0.44;176;Completed
2;1;0.4;181;Completed
2;1;0.44;189;Completed
2;1;0.42;182;Completed
2;1;0.43;183;Completed
2;1;0.41;186;Completed
2;1;0.41;196;Completed
2;1;0.42;191;Completed
2;1;0.43;195;Completed
2;1;0.44;197;Completed
2;1;0.4;199;Completed
2;1;0.49;5;Failed
2;1;0.48;1;Failed
2;1;0.46;4;Failed
